,0
1176,Turkish artillery returns fire 'in kind' into Syria: military sources 
1177,French ex-president Sarkozy questioned by judges on funding 
1178,Belgium detains 10 people in IS recruitment investigation 
1179,Cameron back in Brussels in final push for EU deal 
1180,Ukraine president's party to condemn government's performance: leader 
1181,Top officials escape assassination attempt in Yemen's Aden: security source 
1182,Austria says migrant flow to be slowed 'step by step': report 
1183,Obama to visit Vietnam in May: White House  
1184,Greece says four of five migrant hotspot centers ready 
1185,Chinese Uighur suspects deny Bangkok bomb charges in court 
1186,Insight: Not in my backyard? Mainstream Scandinavia warily eyes record immigration  
1187,Streets of Congo capital quiet at start of general strike 
1188,Australia to ask China if others will get access to reclaimed South China Sea islands 
1189,New York police probe assault claim against Eliot Spitzer; lawyer disputes  
1190,White House says expects China will support new sanctions on North Korea  
1191,Volatility spurring deeper cooperation with Japan - Australia foreign minister 
1192,"Germany expects 500,000 refugees this year: newspaper "
1193,"""You cannot dialogue with the devil,"" Pope Francis warns on Mexico visit. More here:  "
1194,Europe has ended five years of sanctions on Belarus:  
1195,At least 23 dead as missiles hit three hospitals and a school in Syrian towns:  
1196,"For a veteran Turkish smuggler, only an army could stop the flow of migrants:  "
1197,Turkey vows 'harsh reaction' as missiles hit Syrian town:  
1198,U.S. admiral warns against Chinese fighter flights from South China Sea runways:  
1199,Italy sends more troops to Naples after jump in killings 
1200,"For veteran Turkish smuggler, only an army could stop migrant flow "
1201,Investigator asks U.N. to notify Kim Jong Un of possible probe for crimes against humanity:  
1202,Russia gets a cold; ex-Soviet neighbours catch pneumonia:  
1203,"Slovakia's ruling leftists set to win election, lose majority: poll:  "
1204,"Samples confirm Islamic State used mustard gas in Iraq, diplomat says.  "
1205,"In one of its poorest and most dangerous cities, Pope Francis slams Mexico´s rich:  "
1206,"Cameron seeks French, EU help on deal, avoids Farage "
1207,Lebanon presidency deadlock persists as Hariri stands by Franjieh 
1208,Ukraine bans Russian cargo trucks in tit-for-tat move:  
1209,"Turkey, Israel close to deal on compensation over Mavi Marmara: Turkish official "
1210,"EU agrees not to extend sanctions on Belarus, leaves arms embargo "
1211,"Nearly 5,700 buildings in Iraq's Ramadi need repair, U.N. says "
1212,Israel cabinet vote imminent on plan to increase Palestinian workers 
1213,Samarra's Sunnis fear displacement a decade after Iraq shrine attack 
1214,Investigator asks U.N. to notify North Korea's Kim of probe for crimes against humanity 
1215,Four Americans held in Bahrain as island marks uprising anniversary 
1216,Bulgaria charges three Syrians with trying to join Islamic State 
1217,Indian students protest in thousands as government cracks down on dissent 
1218,Islamists kill Somalia's former defense minister with car bomb:  
1219,"Seized Marcos property, jewelry up for sale:  "
1220,Pope heads to Mexico's indigenous south as Catholic fervor fades 
1221,Buddhist monks scuffle with troops in Thailand over leadership protest 
1222,"Philippines to put up for sale seized Marcos property, jewelry "
1223,Ukrainian prosecutor quits over corruption as government teeters 
1224,EU's Tusk hopes for Brussels deal on Britain's reform demands 
1225,Sri Lankan president seeks to win back EU relief on garment exports 
1226,EU's Mogherini says no Cold War with Russia as Syria truce agreed 
1227,Former U.N. war court convict arrested in Bosnia on fresh war crimes charges 
1228,"In Syrian war, a bigger role for Russian strategists "
1229,Nearly two-thirds of Czechs oppose taking in war refugees: poll 
1230,Former Israeli PM Olmert insists on innocence as jail term begins:  
1231,"China urges United States, North Korea to hold direct talks:  "
1232,"EU nations, Turkey set to meet on Thursday on migration crisis "
1233,Ankara 'shocked' by U.S. comments putting Kurdish YPG and Turkey in same basket: formin spox 
1234,Global slowdown fears overshadow Singapore aviation show:  
1235,China's military sets up anti-corruption hotline 
1236,"Turkey denies soldiers entered Syria, says has no such plans:  "
1237,MSF-backed hospital in Syria destroyed by air strikes: statement: 
1238,"Seven Russian missiles struck Syria's Azaz, death toll to exceed 14: Turkish official - "
1239,"Ugandan police arrest opposition leader Besigye, fire teargas -witness "
1240,"Missiles hit school, hospital in Syrian border town, 14 dead: residents "
1241,Ethnic rebels' show of force highlights Suu Kyi's peace challenge 
1242,Russia to continue air strikes around Aleppo even if ceasefire is agreed: Interfax 
1243,"Support in Russia for Syria strikes slips, but 59 percent still in favor "
1244,Turkey will not allow Syrian town of Azaz to fall to Kurdish militia: PM 
1245,Pakistani university reopens after attack; teachers allowed guns 
1246,"At least 14 dead as missiles hit hospital and school sheltering refugees in Azaz, Syria, medics and residents say"
1247,EU says ready to impose more sanctions on Burundi 
1248,Car bomb kills two policemen in Russia's restive Dagestan 
1249,Calls in South Korea for nuclear weapons as parliamentary poll looms 
1250,Bosnia files for European Union membership - EU's Mogherini 
1251,Malaysian police open defamation probe against ex-PM Mahathir 
1252,Russian PM says military won't stay in Syria for ever  
1253,Russia to deliver S-300 missile systems to Iran in nearest time: RIA 
1254,Turkey not considering sending troops into Syria: agency  
1255,Chinese Uighur was tortured into confessing role in Bangkok bomb: lawyer 
1256,South Korean army helicopter crash kills three 
1257,"Obama, Southeast Asia leaders eye China and trade at California summit "
1258,Indian-American Judge who could replace Scalia worked on controversial cases for business 
1259,"As Indonesia hunts down Islamic State, homegrown jihadis regroup  "
1260,Australian PM Turnbull losing shine ahead of elections 
1261,Global aviation had fewer fatal accidents in 'extraordinarily safe' 2015: IATA 
1262,Ex-general who led Myanmar from dictatorship leaves mixed legacy  
1263,Beijing's top official in Hong Kong calls rioters 'radical separatists' 
1264,Senator McCain says could subpoena U.S. sailors held by Iran 
1265,Libya's presidential council announces revised unity government 
1266,"U.S. senators urge Poland to respect democracy, rule of law "
1267,"Hariri says Lebanon will never be an ""Iranian province"" "
1268,No date set for Saudi king's visit to Russia: SPA 
1269,Congo opposition leader arrested ahead of anti-president strike 
1270,Czech PM says ready to protect Balkan borders in migrant crisis 
1271,Modi urged to make reality match 'Make in India' hype 
1272,"Follow the leader? Germany struggles as Syria, refugee crises rage "
1273,Israel's Netanyahu defends gas deal in rare Supreme Court visit 
1274,UAE sentences four to death for joining IS: news agency 
1275,Huge fire engulfs venue at 'Make in India' event 
1276,Obama to Russia's Putin: cease air campaign on moderate Syrian opposition - White House 
1277,"Pope to pray for one of Mexico's poorest, most violent cities "
1278,"France's Sarkozy urges party unity, lags behind popular rival "
1279,Haiti opposition lawmaker chosen as interim president to fill power vacuum 
1280,Top PP official resigns in Spain after corruption investigation 
1281,Britain says EU reform talks will 'go to the wire' 
1282,"U.S., allies conduct 27 strikes in Syria, Iraq against IS, U.S. military says "
1283,Nigerian Boko Haram fighters trained in Somalia: president 
1284,"Turkey shells Syrian Kurds, Russia says will keep bombing anti-Assad rebels "
1285,"Bahrain on path to recovery five years after revolt, says police chief "
1286,Israel says its forces shot dead three Palestinian assailants 
1287,Austria wants to press ahead to protect its borders: paper 
1288,Majority of Spaniards see new elections as inevitable: poll 
1289,Unknown dead fill Lesbos cemetery for refugees drowned at sea 
1290,Saudi Arabia says Switzerland to handle its consular affairs in Iran 
1291,EU's elder statesmen to Britain: 'Don't leave us now' 
1292,Egyptian court reverses policeman's jail sentence for killing activist 
1293,UAE soldier killed in Yemen fighting: state news 
1294,"Syrian Kurdish party rejects Turkish demands, warns against intervention "
1295,"Greek police arrest three Iraqi Kurds with guns, ammunition "
1296,"Grenade attack kills child, wounds his father in Burundi's capital "
1297,Turkey shells northern Syria for second day: monitor 
1298,Kerry in Albania to encourage anti-corruption reforms 
1299,'Project Panic' rather than love may keep Britain in EU  
1300,Civilian casualties in Afghanistan hit record high: U.N.  
1301,Scalia's death set to affect court's rulings in current term  
1302,"New Zealand's Christchurch rocked by 5.7 magnitude quake, cliffs collapse into sea "
1303,Asian-American judges among Obama's options as he seeks to replace Scalia 
1304,North Korea took 70 percent of Kaesong wages for weapons program: South Korea  
1305,Reaction to death of U.S. Justice Scalia  
1306,"U.S. Justice Scalia, conservative icon, dead at 79  "
1307,North Korea govt took 70 percent of money paid for Kaesong workers: South Korea 
1308,Central Africans head to polls to vote for peace 
1309,Chad appoints new prime minister two months before election 
1310,Alleged killer of Mexican journalist arrested in Veracruz 
1311,"A polarizing force, Haiti's former soldiers return to streets "
1312,Uganda's Yoweri Museveni defends record in presidential debate 
1313,Swedish police investigate killing at refugee center 
1314,"Turkey strikes Kurdish militia in Syria, demands it withdraw "
1315,Britons expect Cameron to get poor EU deal: poll 
1316,Afghan Taliban use captured Humvees in suicide attack 
