,0
1380,"My mum said ""You treat this place like a hotel!"". She will regret that when I give her a low score on TripAdvisor for 'rude staff'."
1381,"""Tits or Arse man?"" I was asked. I really should have got in there earlier when they were giving out super hero names."
1382,"My wife is finally losing weight thanks to a new slimming club.  If she goes near the fridge, I hit her with it."
1383,"I did a few drugs last night with my shoelaces undone. Big mistake, I was tripping all night."
1384,Have YOU had to walk 500 miles? Were you advised to walk 500 more? You could be entitled to compensation. Call the Pro Claimers NOW.
1385,Nothing embarrasses a psychic more than throwing them a surprise party.
1386,Just in Tesco and I put my veggies in with my Nintendo. Now my Wii smells of asparagus.
1387,My wife has had her panties stolen off the line! Fuming! U can keep the knickers but can we have the 40 pegs back please!
1388,"Why don't supermarkets be more honest and rename their ""Parent and Child"" spaces as ""Lazy Bastard with Massive 4x4"" spaces?"
1389,When I get home late from the pub.I'm going to give my wife a right good listening to.
1390,I was wondering if anyone could tell me which channel I could find the Women's FA Cup Final on? I've already checked cooking and comedy...
1391,Spent all my savings on a sexchange. Now I haven't got a sausage.
1392,"""Can I have a pack of condoms?"" I asked the pharmacist. ""A small box?"" he asked. ""I hope so!"" I replied."
1393,"Got out of the shower and my wife said ""Look, its like a penis, only smaller"". I said ""Look, its like my secretary, only fatter and less flexible""."
1394,I had a wank over my ex girlfriend last night. Yeah I know it's wrong but I still have a key and she's a deep sleeper!
1395,"Two guys at the gym, one is putting on frilly knickers. ""Since when do you wear womens pants?"" ""Since my wife found them in the glovebox!"""
1396,I just sent the wife a picture of my floppy willy. I wanted to let her know I was thinking about her.
1397,Why did my wife cross the road? To get back to the first shoe shop we went in three fucking hours ago.
1398,"My Boss stormed up to me in the office today and said ""You missed work yesterday, didn't you?"" ""Not particularly,"" I replied."
1399,"""Where do you want this big roll of bubble wrap?"" I asked my boss. ""Just pop it in the corner,"" he said. It took me three hours."
1400,"To some, marriage is just a word; to others, it's a sentence."
1401,Wind turbines: I'm a big fan.
1402,"My wife asked me to pass the lip balm, but I gave her the superglue instead. She's not talking to me now."
1403,"The missus accused me of being far too competitive! I said 'I'm not!, and i'll be the first to admit that'."
1404,Somebody had the audacity to call me 'pretentious' earlier! I nearly choked on my skinny latte with caramel and hazelnut sprinkles.
1405,I told my new yoga teacher I was an expert. She asked me to show the class a very advanced pose. This put me in a difficult position.
1406,"If you're literally asking me to choose between our relationship and my obsession with pointing out doors to people, well..There's the door."
1407,Sat down with my missus today and discussed if we wanted children? Should have seen the kid's faces.
1408,What do you call a fake noodle? An impasta
1409,People laugh at my car because it's ugly and green. But at least I avacado
1410,"Paddy says ""Why do scuba divers fall into the water backwards Mick?"". Mick says ""If they fell forwards they'd still be in the fuckin boat""."
1411,I wanked over my blind girlfriends tits yesterday. She never saw me coming.
1412,"The wife thinks it's cruel we've started testing our new products on rabbits. She's got a point, I suppose. I work in a hammer factory"
1413,"I really hate being a depressed atheist. Nothing to live for, nothing to die for."
1414,Did you hear that the Dalai Lama has a gambling addiction? He just loves Tibet.
1415,The wife and I went to a bank robbers themed fancy dress party last night. Well I did. She stayed in the car and kept the engine running.
1416,How does an eskimo build his house? Igloos it.
1417,My son just got a pull-up bar and is feeling a little weak. I told him to keep his chin up.
1418,"I was walking through an arts and crafts shop, when I saw a sign saying ""Glue Sticks."". I thought, ""No shit."""
1419,"Went to the Ice Cream Van and asked for a 99. The Ice Cream Man asked if I wanted hundreds and thousands? I said 'no thanks mate, just the one'"
1420,"My mother in law fell down a wishing well. I was amazed, I never knew they worked."
1421,"I'm not saying my wife is ugly, but the milkman flirts with me."
1422,"Three sperm whales have been found on the beach at Skegness. Or as they're also known, local lasses."
1423,"Paddy in Wetherspoons: ""How much is your lager?"" Barman: ""£2 a pint and £7 a pitcher"" Paddy: I'll just have a pint, fuck the photo."""
1424,I always found the fishmonger at our local market to be pretty unfriendly. In fact I'd describe him as a little standoffish.
1425,The inventor of the world's first organic coffins made entirely out of vegetables has died. May he rest in peas.
1426,The inventor of autocorrect went from zero to hero in a matter of seconds.
1427,"My mate went to a charity night for women born without legs, he said the place was crawling with fanny!"
1428,What's the best way to talk to your mother-in-law? Through a medium.
1429,"What did the leper say to the hooker after sex? ""You can keep the tip"""
1430,My new girlfriend really takes my breath away. She's inflatable.
1431,I'm seeing this girl with eczema. She's got a cracking body.
1432,I worried that my addiction to helter-skelters is spiralling out of control.
1433,I'm about to have a cup of dangerous coffee. Safe tea first though.
1434,I've just bought a load of cheap Harry Potter DVDs. They were only a Quidditch.
1435,My friend's allergic to rice. He's basmatic.
1436,"My wife says she enjoys sex more whilst on holiday. Well, I can tell you, that was an awkward postcard to receive."
1437,"I walked into the living room today and the wife had a box of Daz on top of the T.V.. I asked her why, she replied ""there's was no Ariel""."
1438,"I took the missus to a restaurant last night. I said ""do you like peppa pig?"". She said ""yeah"". I said ""waiter some pepper over here please""."
1439,"I asked 100 women ""What shampoo do you use whilst showering?"" 98% of them asked me to get out of the shower."
1440,Today I went to toilet without my phone. There's 178 tiles in the bathroom.
1441,The man who invented Chinese whispers has died. Pass it on...
1442,"""Your underwear is too tight and very revealing"" I said to my wife. She said ""Wear your own then, dickhead""."
1443,"Lad asks Granny ""Have you seen my pills,they were labelled LSD?"" Granny replies ""fook the pills, have you seen the dragons in the kitchen?!"""
1444,"Grandad leant over to Grandma ""I just let out a silent fart, what do you think I should do?"" Grandma ""Put a new battery in your hearing aid"""
1445,What's the worst thing about your girlfriend being pregnant? Having to tell your wife.
1446,"Wife gets naked and asks hubby 'What turns you on more, my pretty face or my sexy body?' Hubby looks at her and replies'Your sense of humour!'"
1447,"A boxer complains to his doctor about insomnia. Doc ""Have you tried counting sheep?"" Boxer ""Yes, but whenever I get to 9, I stand up"""
1448,"Life is like a penis - simple, relaxed and hanging free. It's women who make it hard."
1449,"Two sausages in a frying pan. One says ""it's hot in here!"" The other says ""bugger me a talking sausage!!"""
1450,Breaking News! Ne ws
1451,"My wife's a sex object. Everytime I ask for sex, she objects."
1452,My wife said I only ever want sex with her when I'm drunk. That's not true. I usually want a kebab aswell.
1453,I love eBay! I sold my homing pigeon eight times last month.
1454,"I went to the doctors the other day, complaining about my sore feet. He said ""gout! ""I said ""fuck off, I've only just walked in!"""
1455,"I can cut a piece of wood in half just by looking at it. It's true, I saw it with my own eyes."
1456,Just seen that there's a nudist convention on in town next week. Might go if I've got nothing on.
1457,"I went in to a pet shop and said, ""Can I buy a goldfish?"" The guy said, ""Do you want an aquarium?"" I said, ""I don't care what star sign it is""."
1458,"Went to an Indian restaurant last night and had a pelican curry. Food was ok, but the bill was enormous!"
